name,smiles,taste,MW,LogP,HBD,HBA,TPSA
Propyl phenylacetate,CCCOC(=O)CC1=CC=CC=C1,sweet,178.231,2.1822999999999997,0.0,2.0,26.3
2-Ethylhexan-1-ol,CCCCC(CC)CO,sweet,130.231,2.1951000000000005,1.0,1.0,20.23
4-Penten-1-yl acetate,CC(=O)OCCCC=C,sweet,128.171,1.5157,0.0,2.0,26.3
2-methylpropyl but-2-enoate,CC=CC(=O)OCC(C)C,sweet,142.19799999999998,1.7617,0.0,2.0,26.3
Vanillin isobutyrate,CC(C)C(=O)OC1=C(C=C(C=C1)C=O)OC,sweet,222.23999999999998,2.0690999999999997,0.0,4.0,52.60000000000001
Methyl 3-acetoxyhexanoate,CCCC(CC(=O)OC)OC(=O)C,sweet,188.22299999999996,1.2812999999999999,0.0,4.0,52.6
"1,3-Dioxolane, 2-[(1Z)-2-phenylethenyl]-",C1COC(O1)/C=C\C2=CC=CC=C2,sweet,176.215,2.0727,0.0,2.0,18.46
"2,3-HEPTANEDIONE",CCCCC(=O)C(=O)C,sweet,128.17099999999996,1.3347,0.0,2.0,34.14
3-methylthiopropanol,CSCCCO,sweet,106.19,0.7318,1.0,2.0,20.23
"Phenol, 2-methoxy-4-(1-methylethenyl)-",CC(=C)C1=CC(=C(C=C1)O)OC,sweet,164.20399999999998,2.4339000000000013,1.0,2.0,29.46
4-Methyl-1-phenylpentan-2-one,CC(C)CC(=O)CC1=CC=CC=C1,sweet,176.25900000000001,2.8443000000000014,0.0,1.0,17.07
Hexyl lactate,CCCCCCOC(=O)C(C)O,sweet,174.24,1.4907,1.0,3.0,46.53
Benzyl phenylacetate,C1=CC=C(C=C1)CC(=O)OCC2=CC=CC=C2,sweet,226.27499999999998,2.972500000000001,0.0,2.0,26.3
AC1L2AGZ,CCC(=O)OC1CC2(CCC1C2(C)C)C,sweet,210.31699999999998,3.1544000000000016,0.0,2.0,26.3
"2-ETHYL-3,5-DIMETHYLPYRAZINE",CCC1=NC=C(N=C1C)C,sweet,136.19799999999998,1.65584,0.0,2.0,25.78
1-Phenyl-2-propanol,CC(CC1=CC=CC=C1)O,sweet,136.19399999999996,1.6098999999999999,1.0,1.0,20.23
Methyl 3-hydroxyhexanoate,CCCC(CC(=O)OC)O,sweet,146.18599999999998,0.7104999999999999,1.0,3.0,46.53
"2,6-DIMETHYLNAPHTHALENE",CC1=CC2=C(C=C1)C=C(C=C2)C,sweet,156.22799999999998,3.456640000000002,0.0,0.0,0.0
"7,3'-Dihydroxy-4'-methoxyflavan",COC1=C(C=C(C=C1)C2CCC3=C(O2)C=C(C=C3)O)O,sweet,272.29999999999995,3.1727000000000025,2.0,4.0,58.92
"2-Methoxy-4-(4-methyl-1,3-dioxolan-2-yl)phenol",CC1COC(O1)C2=CC(=C(C=C2)O)OC,sweet,210.22899999999998,1.8346999999999998,1.0,4.0,47.92
"4-amino-5,6-dimethylthieno[2,3-d]pyrimidin-2(1H)-one",CC1=C(SC2=NC(=O)NC(=C12)N)C,sweet,195.24699999999999,1.18364,2.0,4.0,71.77
levodopa,C1=CC(=C(C=C1C[C@@H](C(=O)O)N)O)O,sweet,197.19,0.05219999999999969,4.0,4.0,103.78
41496-43-9,CC1=CC=C(C=C1)CC(C)C=O,sweet,162.232,2.3725200000000006,0.0,1.0,17.07
Citronellyl phenylacetate,CC(CCC=C(C)C)CCOC(=O)CC1=CC=CC=C1,sweet,274.40399999999994,4.544900000000004,0.0,2.0,26.3
AC1OE1YM,C[C@H]1C(=O)C(=C(O1)C)OC(=O)C,sweet,170.164,0.7688,0.0,4.0,52.6
1033366-59-4,CC1=C(SC2=NC(=O)NC(=C12)N)C.Cl,sweet,231.708,1.6054399999999998,2.0,4.0,71.77
"3,7-Dimethyloctane-1,7-diol",CC(CCCC(C)(C)O)CCO,sweet,174.284,1.9461,2.0,2.0,40.46
Ethyl melilotate,CCOC(=O)CCC1=CC=CC=C1O,sweet,194.23000000000002,1.8878999999999997,1.0,3.0,46.53
Lepidine,CC1=CC=NC2=CC=CC=C12,sweet,143.189,2.5432200000000007,0.0,1.0,12.89
(-)-Carvone,CC1=CC[C@H](CC1=O)C(=C)C,sweet,150.22099999999998,2.4879000000000007,0.0,1.0,17.07
2-Benzylideneoctanal,CCCCCCC(=CC1=CC=CC=C1)C=O,sweet,216.324,4.239300000000004,0.0,1.0,17.07
Amyl formate,CCCCCOC=O,sweet,116.15999999999998,1.3496,0.0,2.0,26.3
1-phenylhexan-2-ol,CCCCC(CC1=CC=CC=C1)O,sweet,178.275,2.780200000000001,1.0,1.0,20.23
1617-23-8,CCOC(=O)C(C)C=CC,sweet,142.19799999999998,1.7617,0.0,2.0,26.3
Oct-2-en-1-ol,CCCCCC=CCO,sweet,128.21499999999997,2.1152,1.0,1.0,20.23
DIETHYLENE GLYCOL,C(COCCO)O,sweet,106.12099999999998,-1.0124,2.0,3.0,49.69
.alpha.-Damascone,CC1=CCCC(C1C(=O)CC=C)(C)C,sweet,192.30199999999996,3.5141000000000027,0.0,1.0,17.07
Octahydrocoumarin,C1CCC2C(C1)CCC(=O)O2,sweet,154.209,1.8822,0.0,2.0,26.3
(Z)-1-Methoxyhex-3-ene,CC/C=C\CCOC,sweet,114.188,1.9891,0.0,1.0,9.23
3615-41-6,C[C@@H]([C@@H]([C@H]([C@H](C=O)O)O)O)O,sweet,164.157,-2.3512,4.0,5.0,97.99000000000001
4-Methyl-2-phenyl-2-pentenal,CC(C)/C=C(\C=O)/C1=CC=CC=C1,sweet,174.243,2.924900000000001,0.0,1.0,17.07
CARVYL ACETATE,CC1=CCC(CC1OC(=O)C)C(=C)C,sweet,194.27399999999997,2.850500000000001,0.0,2.0,26.3
(2Z)-2-ethylidenehexanal,CCCC/C(=C/C)/C=O,sweet,126.19899999999997,2.3218000000000005,0.0,1.0,17.07
27538-09-6,CCC1=C(C(=O)C(O1)C)O,sweet,142.15399999999997,1.1538,1.0,3.0,46.53
Furfural acetone,CC(=O)C=CC1=CC=CO1,sweet,136.14999999999998,1.8818,0.0,2.0,30.21
"3-Buten-2-ol, 4-phenyl-, (3Z)-",CC(/C=C\C1=CC=CC=C1)O,sweet,148.20499999999998,2.0806,1.0,1.0,20.23
211241-68-8,CC1=CCCC(C1C=CC(C)O)(C)C,sweet,194.31799999999998,3.305900000000002,1.0,1.0,20.23
AC1NURGS,C[C@H](C(=O)NC(=O)[C@H](CC(=O)O)N)NC1C(SC1(C)C)(C)C.C[C@H](C(=O)NC(=O)[C@H](CC(=O)O)N)NC1C(SC1(C)C)(C)C.O.O.O.O.O,sweet,752.951,-3.9596999999999967,8.0,12.0,400.53999999999996
2-Acetylfuran,CC(=O)C1=CC=CO1,sweet,110.11199999999997,1.4822,0.0,2.0,30.21
ALPHA-METHYLCINNAMALDEHYDE,CC(=CC1=CC=CC=C1)C=O,sweet,146.18899999999996,2.2888,0.0,1.0,17.07
"4,7-dimethylocta-1,6-dien-3-yl 3-methylbutanoate",CC(C)CC(=O)OC(C=C)C(C)CC=C(C)C,sweet,238.37099999999995,4.122700000000004,0.0,2.0,26.3
Methyl 3-nonenoate,CCCCCC=CCC(=O)OC,sweet,170.25199999999998,2.686000000000001,0.0,2.0,26.3
ISOPROPYL OCTANOATE,CCCCCCCC(=O)OC(C)C,sweet,186.295,3.2985000000000024,0.0,2.0,26.3
2-Methylallyl butyrate,CCCC(=O)OCC(=C)C,sweet,142.19799999999998,1.9058,0.0,2.0,26.3
Isopropyl phenylacetate,CC(C)OC(=O)CC1=CC=CC=C1,sweet,178.23100000000002,2.1807,0.0,2.0,26.3
Butyl propionate,CCCCOC(=O)CC,sweet,130.18699999999998,1.7397,0.0,2.0,26.3
trans-2-Octen-1-Ol,CCCCC/C=C/CO,sweet,128.21499999999997,2.1152,1.0,1.0,20.23
L-proline,C1C[C@H](NC1)C(=O)O,sweet,115.13199999999999,-0.17700000000000032,2.0,2.0,49.33
decyl methanesulfinate,CCCCCCCCCCOS(=O)C,sweet,220.378,3.4372000000000025,0.0,2.0,26.3
1504-74-1,COC1=CC=CC=C1C=CC=O,sweet,162.188,1.9072999999999998,0.0,2.0,26.3
2-Acetyl-3-methylthiophene,CC1=C(SC=C1)C(=O)C,sweet,140.20699999999997,2.2591200000000002,0.0,2.0,17.07
Phenethyl 2-methylbutyrate,CCC(C)C(=O)OCCC1=CC=CC=C1,sweet,206.285,2.8184000000000013,0.0,2.0,26.3
34451-19-9,CCCCOC(=O)[C@H](C)O,sweet,146.18599999999998,0.7104999999999999,1.0,3.0,46.53
Amyl acetate,CCCCCOC(=O)C,sweet,130.18699999999998,1.7397,0.0,2.0,26.3
Linaloyl oxide,CC1(CCCC(O1)(C)C=C)C,sweet,154.253,2.9102000000000015,0.0,1.0,9.23
"3-Acetyl-2,4-dimethylpyrrole",CC1=CNC(=C1C(=O)C)C,sweet,137.182,1.8341399999999999,1.0,1.0,32.86
104-27-8,CCC(=O)/C=C/C1=CC=C(C=C1)OC,sweet,190.24199999999996,2.687500000000001,0.0,2.0,26.3
3-phenylprop-2-en-1-yl acetate,CC(=O)OCC=CC1=CC=CC=C1,sweet,176.215,2.2629,0.0,2.0,26.3
PERILLYL ALCOHOL,CC(=C)C1CCC(=CC1)CO,sweet,152.237,2.2813000000000003,1.0,1.0,20.23
ALPHA-METHYLCINNAMALDEHYDE,C/C(=C\C1=CC=CC=C1)/C=O,sweet,146.18899999999996,2.2888,0.0,1.0,17.07
Allyl decanoate,CCCCCCCCCC(=O)OCC=C,sweet,212.33299999999997,3.8563000000000027,0.0,2.0,26.3
"3-Octanol, 3,6-dimethyl-",CCC(C)CCC(C)(CC)O,sweet,158.285,2.9737000000000022,1.0,1.0,20.23
2-Acetyl-5-methylthiophene,CC1=CC=C(S1)C(=O)C,sweet,140.207,2.2591200000000002,0.0,2.0,17.07
Tacrine Hydrochloride,Cl.Nc1c2CCCCc2nc3ccccc13,bitter,234.73000000000002,3.117600000000002,1.0,2.0,38.91
Phenprobamate,NC(=O)OCCCc1ccccc1,bitter,179.21900000000002,1.7145000000000001,1.0,2.0,52.32000000000001
Cucurbitacin B,CC(=O)OC(C)(C)C=CC(=O)[C@](C)(O)C1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C[C@H](O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C,bitter,558.7120000000002,3.4993000000000016,3.0,8.0,138.20000000000002
Magnesium Chlorate Hexahydrate,[Mg+2].[O-]Cl(=O)=O.[O-]Cl(=O)=O,bitter,191.20499999999998,-7.5148,0.0,6.0,138.35999999999999
Oxeladin,CCN(CC)CCOCCOC(=O)C(CC)(CC)c1ccccc1,bitter,335.48799999999994,3.6460000000000026,0.0,4.0,38.77
Methyprylon,CCC1(CC)C(=O)NCC(C)C1=O,bitter,183.25099999999998,1.1278,1.0,2.0,46.17
Chonemorphine,CC(C1CCC2C3CCC4CC(N)CCC4(C)C3CCC12C)N(C)C,bitter,346.6030000000001,4.922700000000004,1.0,2.0,29.259999999999998
Picrotoxinin,CC(=C)[C@@H]1[C@H]2OC(=O)[C@@H]1[C@]3(O)C[C@H]4O[C@]45C(=O)O[C@H]2[C@]35C,bitter,292.287,-0.062000000000000055,1.0,6.0,85.36
Carnosol,CC(C)c1cc2[C@@H]3C[C@H]4C(C)(C)CCC[C@]4(C(=O)O3)c2c(O)c1O,bitter,330.424,4.286900000000005,2.0,4.0,66.76
Lupinine,OC[C@@H]1CCCN2CCCC[C@H]12,bitter,169.268,1.2431999999999999,1.0,2.0,23.47
Methylthiouracil,CC1=CC(=O)NC(=S)N1,bitter,142.18300000000002,0.74091,2.0,2.0,48.65
Dehydrocholic Acid,CC(CCC(=O)O)C1CCC2C3C(CC(=O)C12C)C4(C)CCC(=O)CC4CC3=O,bitter,402.53100000000023,4.073300000000003,1.0,4.0,88.50999999999999
Pyronaridine Tetraphosphate,COC1=CC=C2Nc3cc(Cl)ccc3C(=C2N1)N=C4C=C(CN5CCCC5)C(=O)C(=C4)CN6CCCC6.OP(=O)(O)O.OP(=O)(O)O.OP(=O)(O)O.OP(=O)(O)O,bitter,910.0370000000015,0.7627000000000024,14.0,11.0,380.24000000000007
Isometheptene Mucate,CNC(C)CCC=C(C)C.OC(C(O)C(O)C(=O)O)C(O)C(=O)O,bitter,351.3960000000001,-1.0600999999999985,7.0,7.0,167.54999999999998
Butabarbital Sodium salt,[Na+].CCC(C)C1(CC)C(=O)NC(=NC1=O)[O-],bitter,234.231,-3.194399999999998,1.0,3.0,81.59
Hydroxychloroquine sulfate,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12.OS(=O)(=O)O,bitter,433.95800000000014,3.1302000000000003,4.0,6.0,122.99
Clobutinol,Cl.CC(CN(C)C)C(C)(O)Cc1ccc(Cl)cc1,bitter,292.25,3.253000000000002,1.0,2.0,23.47
Carisoprodol,CCCC(C)(COC(=O)N)COC(=O)NC(C)C,bitter,260.334,2.0227,2.0,4.0,90.65
Nerol,CC(=CCCC(=CCO)C)C,bitter,154.253,2.671400000000001,1.0,1.0,20.23
Propyl 2-furanacrylate,CCCOC(=O)C=C/c1occc1,bitter,180.20299999999997,2.2460000000000004,0.0,3.0,39.44
Andrographolide,C[C@@]1(CO)[C@H](O)CC[C@@]2(C)[C@H](CC=C3/[C@H](O)COC3=O)C(=C)CC[C@H]12,bitter,350.45500000000015,1.9625999999999997,3.0,5.0,86.99000000000001
EINECS 227-420-9,O=C(OC1CCN2CC3CC(CN4C3CCCC4=O)C2C1)C=Cc5ccccc5,bitter,394.5150000000001,3.1068000000000007,0.0,4.0,49.85
Cascarillin,C[C@@H]1[C@@H](C[C@]2(C)[C@H](CC[C@@H](O)[C@]2(C)O)[C@]1(C[C@@H](O)c3cocc3)C=O)OC(=O)C,bitter,408.49100000000016,2.3881000000000006,3.0,7.0,117.20000000000002
Methantheline Bromide,[Br-].CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc3ccccc13,bitter,420.3470000000001,0.9578000000000022,0.0,3.0,35.53
Geranyl formate,CC(=CCCC(=CCOC=O)C)C,bitter,182.263,2.852100000000001,0.0,2.0,26.3
Hydrogen Peroxide,OO,bitter,34.014,0.01739999999999997,2.0,2.0,40.46
Acetosulfam,CC1=CC(=O)NS(=O)(=O)O1,bitter,163.154,-0.7185999999999999,1.0,4.0,72.47
Linamarin,CC(C)(OC1OC(CO)C(O)C(O)C1O)C#N,bitter,247.24700000000004,-1.8949199999999995,4.0,7.0,123.17000000000002
"L-trp, L-tryptophan",O([H])C([C@]([H])(C([H])([H])c(c([H])n1[H])c2c1c([H])c([H])c([H])c2[H])N([H])[H])=O,bitter,204.229,1.1223,3.0,2.0,79.10999999999999
Antazoline Hydrochloride,Cl.C(N(Cc1ccccc1)c2ccccc2)C3=NCCN3,bitter,301.8210000000001,3.1167000000000016,1.0,3.0,27.63
Tetraethylammonium Hydroxide,[OH-].CC[N+](CC)(CC)CC,bitter,147.26199999999997,1.7060000000000002,0.0,1.0,30.0
Benzilic Acid,OC(=O)C(O)(c1ccccc1)c2ccccc2,bitter,228.247,2.0071000000000003,2.0,2.0,57.53
Chrysoeriol,COc1cc(ccc1O)C2=CC(=O)c3c(O)cc(O)cc3O2,bitter,300.266,2.5854,3.0,6.0,100.13000000000001
Fenproporex Hydrochloride,Cl.CC(Cc1ccccc1)NCCC#N,bitter,224.73499999999999,2.5426800000000007,1.0,2.0,35.82
Pirenzapin,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc4cccnc24)CC1,bitter,351.41000000000014,1.5593999999999992,1.0,5.0,68.78
Homidium Bromide,[Br-].CC[n+]1c(c2ccccc2)c3cc(N)ccc3c4ccc(N)cc14,bitter,394.3160000000002,1.1358000000000017,2.0,2.0,55.92
Hexobarbital Sodium salt,[Na].CN1C(=O)NC(=O)C(C)(C1=O)C2=CCCCC2,bitter,259.26099999999997,0.8204999999999998,1.0,3.0,66.48
Sinensetin,COc1ccc(cc1OC)C2=CC(=O)c3c(OC)c(OC)c(OC)cc3O2,bitter,372.37300000000016,3.503000000000003,0.0,7.0,76.36000000000001
Thioacetanilide,CC(=S)Nc1ccccc1,bitter,151.23399999999998,2.4458,1.0,1.0,12.03
Lafutidine,O=C(CS(=O)Cc1occc1)NCC=CCOc2cc(CN3CCCCC3)ccn2,bitter,431.55800000000033,2.6606000000000014,1.0,6.0,84.67
Amarogentin,OC[C@H]1O[C@@H](O[C@@H]2OC=C3[C@@H](CCOC3=O)[C@H]2C=C)[C@H](OC(=O)c4c(O)cc(O)cc4c5cccc(O)c5)[C@@H](O)[C@@H]1O,bitter,586.5460000000004,1.0568999999999995,6.0,13.0,201.67
Fluorotoluene,Cc1ccc(F)cc1,bitter,110.131,2.1341200000000002,0.0,0.0,0.0
"Cefpodoxime 1-(Isopropoxycarbonyloxy)ethyl ester, cefpodoxime proxetil",COCC1=C(N2C(SC1)C(NC(=O)C(=N/OC)c3csc(N)n3)C2=O)C(=O)OC(C)OC(=O)OC(C)C,bitter,557.6070000000002,0.8270000000000004,2.0,14.0,180.96999999999994
Butein,Oc1ccc(C(=O)C=Cc2ccc(O)c(O)c2)c(O)c1,bitter,272.256,2.405100000000001,4.0,5.0,97.99000000000001
Dimethyl Sulfoxide,CS(=O)C,bitter,78.13600000000001,-0.005299999999999971,0.0,1.0,17.07
Potassium Guaiacolsulfonate,[K+].OCOc1ccccc1S(=O)(=O)[O-],bitter,242.29299999999998,-3.076699999999998,1.0,5.0,86.66
Ciprofloxacin,OC(=O)C1=CN(C2CC2)c3cc(N4CCNCC4)c(F)cc3C1=O,bitter,331.34700000000004,1.5833,2.0,5.0,74.57
Phenacetin,CCOc1ccc(NC(=O)C)cc1,bitter,179.219,2.0437,1.0,2.0,38.33
Khellin,COc1c2OC(=CC(=O)c2c(OC)c3ccoc13)C,bitter,260.24499999999995,2.8648200000000017,0.0,5.0,61.81
Arbutin,OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,bitter,272.253,-1.4291000000000003,5.0,7.0,119.61000000000001
Niflumic acid,OC(=O)c1cccnc1Nc1cccc(c1)C(F)(F)F,bitter,282.221,3.542200000000001,2.0,3.0,62.22
Diphenidol,OC(CCCN1CCCCC1)(c2ccccc2)c3ccccc3,bitter,309.45300000000003,4.188600000000004,1.0,2.0,23.47
Adhumulone,CCC(C)C(=O)C1=C(O)C(O)(CC=C(C)C)C(=O)C(CC=C(C)C)C1=O,bitter,362.4660000000001,3.6254000000000026,2.0,5.0,91.66999999999999
Quinine,COc1ccc2nccc([C@@H](O)[C@@H]3CC4CCN3C[C@@H]4C=C)c2c1,bitter,324.4240000000001,3.1732000000000014,1.0,4.0,45.59
Antazoline Phosphate,OP(=O)(O)O.C(N(Cc1ccccc1)c2ccccc2)C3=NCCN3,bitter,363.3540000000001,1.7662999999999998,4.0,4.0,105.39
Deferiprone,CN1C=CC(=O)C(=C1C)O,bitter,139.154,0.39931999999999995,1.0,3.0,42.230000000000004
"Epigallocatechin gallate,egcg",Oc1cc(O)c2C[C@@H](OC(=O)c3cc(O)c(O)c(O)c3)[C@H](Oc2c1)c4cc(O)c(O)c(O)c4,bitter,458.37500000000017,2.2332,8.0,11.0,197.36999999999998
Strontium Bromide,[Br-].[Br-].[Sr+2],bitter,247.428,-6.3728,0.0,0.0,0.0
Clindamycin,CCC[C@@H]1C[C@H](N(C)C1)C(=O)NC(C(C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O,bitter,424.9910000000001,0.38950000000000023,4.0,7.0,102.26000000000002
Polysorbate 80,CCCCCCCCC=CCCCCCCCC(=O)OCCOCC(OCCO)C1OCC(OCCO)C1OCCO,bitter,604.8220000000003,4.115000000000004,3.0,10.0,133.14000000000001
(+)-taxifolin,O[C@@H]1C(Oc2cc(O)cc(O)c2C1=O)c3ccc(O)c(O)c3,bitter,304.254,1.1862999999999997,5.0,7.0,127.45000000000002
Sodium Phenolsulfonate Dihydrate,[Na+].Oc1ccccc1S(=O)(=O)[O-],bitter,196.15899999999993,-2.699699999999998,1.0,4.0,77.42999999999999
Dimethocaine Hydrochloride,Cl.CCN(CC)CC(C)(C)COC(=O)c1ccc(N)cc1,bitter,314.857,3.2154000000000007,1.0,4.0,55.56
Isorhamnetin,COc1cc(ccc1O)C2=C(O)C(=O)c3c(O)cc(O)cc3O2,bitter,316.26500000000004,2.2910000000000004,4.0,7.0,120.36
Flavanone,O=C1CC(Oc2ccccc12)c3ccccc3,bitter,224.25900000000001,3.3931000000000022,0.0,2.0,26.3
Quinovic Acid,CC1CCC2(CCC3(C(=O)O)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC34C)C2C1C)C(=O)O,bitter,486.6930000000003,6.154200000000006,3.0,3.0,94.83
Benzamide,NC(=O)c1ccccc1,bitter,121.13899999999995,0.7855000000000001,1.0,1.0,43.09
Cyclobarbital,CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2,bitter,236.27099999999993,1.2491999999999999,2.0,3.0,75.27000000000001
Cromolyn,OC(COc1ccc2OC(=CC(=O)c2c1)C(=O)O)COc3cccc4OC(=CC(=O)c34)C(=O)O,bitter,468.3700000000003,2.1145,3.0,9.0,173.71
Tinoridine Hydrochloride,Cl.CCOC(=O)c1c(N)sc2CN(Cc3ccccc3)CCc12,bitter,352.8870000000001,3.4871000000000025,1.0,5.0,55.56
Cetraric Acid,CCOCc1c(O)c(C(=O)O)c(C)c2Oc3c(C=O)c(O)cc(C)c3C(=O)Oc12,bitter,402.3550000000002,3.0867400000000016,3.0,8.0,139.59
Dimemorfan Phosphate,CN1CCC23CCCCC2C1Cc4ccc(C)cc34.OP(=O)(O)O,bitter,353.399,2.7546200000000023,3.0,2.0,81.0
Cinnamyl formate,O=COCC=Cc1ccccc1,bitter,162.188,1.8728,0.0,2.0,26.3
Diethylbromoacetamide,CCC(Br)(CC)C(=O)N,bitter,194.07199999999997,1.4253999999999998,1.0,1.0,43.09
Suxibuzone,CCCCC1(COC(=O)CCC(=O)O)C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,bitter,438.4800000000001,3.5660000000000016,1.0,5.0,104.22
Chlorhexadol,CC(CC(C)(C)O)OC(O)C(Cl)(Cl)Cl,bitter,265.56399999999996,2.2411000000000008,2.0,3.0,49.69
Phthalylsulfathiazole,OC(=O)c1ccccc1C(=O)Nc2ccc(cc2)S(=O)(=O)Nc3nccs3,bitter,403.4410000000001,2.894400000000001,3.0,6.0,125.46
Azacyclonol Hydrochloride,Cl.OC(C1CCNCC1)(c2ccccc2)c3ccccc3,bitter,303.833,3.3439000000000014,2.0,2.0,32.26
Propoxyphene,CCC(=O)OC(CC1=CC=CC=C1)(C2=CC=CC=C2)C(C)CN(C)C.Cl,bitter,375.9400000000001,4.697300000000006,0.0,3.0,29.54
Glyciteing,COc1cc2C(=O)C(=COc2cc1O)c3ccc(O)cc3,bitter,284.267,2.8798000000000012,2.0,5.0,79.9
Silibinind,COc1cc(ccc1O)[C@H]2Oc3cc(ccc3O[C@@H]2CO)[C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O,bitter,482.4410000000002,2.3627000000000007,5.0,10.0,155.14000000000001
Promethazine,CC(CN1c2ccccc2Sc3ccccc13)N(C)C,bitter,284.428,4.239400000000003,0.0,3.0,6.48
Catechin,O[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c3ccc(O)c(O)c3,bitter,290.271,1.5460999999999996,5.0,6.0,110.38000000000001
Trp-phe,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc3ccccc3)C(=O)O,bitter,351.40600000000006,1.8498,4.0,3.0,108.21
7-hydroxyisoflavoneg,Oc1ccc2C(=O)C(=COc2c1)c3ccccc3,bitter,238.24200000000002,3.1656000000000013,1.0,3.0,50.44
Lappaconitine,CCN1CC2(CCC(OC)C34C2CC(C13)C5(O)CC(OC)C6CC4C5(O)C6OC)OC(=O)c7ccccc7NC(=O)C,bitter,584.7100000000003,2.2216000000000005,3.0,9.0,126.79000000000002
Oxyacanthine,COc1cc2CCN(C)C3Cc4ccc(Oc5cc(CC6N(C)CCc7cc(OC)c(OCc(c1O)c23)cc67)ccc5O)cc4,bitter,608.7350000000005,6.343100000000009,2.0,8.0,83.86000000000001
"6,7'-dimethoxyflavone",COc1cc2OC(=CC(=O)c2cc1OC)c3ccccc3,bitter,282.29499999999996,3.4772000000000016,0.0,4.0,48.67
Bupropion Hydrochloride,Cl.CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,bitter,276.207,3.7211000000000025,1.0,2.0,29.1
Garryine,CC12CCCC3(CN4CCOC14)C2CCC56CC(CCC35)C(=C)C6O,bitter,343.51100000000014,3.5783000000000027,1.0,3.0,32.7
Adlupulone,CC[C@H](C)C(=O)C1=C(O)C(CC=C(C)C)(CC=C(C)C)C(=O)C(=C1O)CC=C(C)C,bitter,414.5860000000002,6.863800000000007,2.0,4.0,74.6
Dioxypyramidon,CN(C)C(=O)C(=O)N(N(C)C(=O)C)c1ccccc1,bitter,263.29699999999997,0.5010999999999997,0.0,3.0,60.93000000000001
Isopropyl Alcohol,CC(C)O,bitter,60.096000000000004,0.38710000000000006,1.0,1.0,20.23
Phenallymal,C=CCC1(C(=O)NC(=O)NC1=O)c2ccccc2,bitter,244.25,0.8664999999999999,2.0,3.0,75.27000000000001
Allobarbital,C=CCC1(CC=C)C(=O)NC(=O)NC1=O,bitter,208.21699999999998,0.491,2.0,3.0,75.27000000000001
Domiphen Bromide,[Br-].CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1,bitter,414.4720000000001,3.066700000000001,0.0,1.0,9.23
Chlorpheniramine,CN(C)CCC(c1ccc(Cl)cc1)c2ccccn2,bitter,274.795,3.8186000000000027,0.0,2.0,16.130000000000003
Ofloxacin,CC1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(=O)O,bitter,361.37300000000005,1.544,1.0,6.0,75.01
Absinthin,C[C@H]1[C@@H]2CC[C@](C)(O)[C@@H]3[C@H]4[C@@H]5C=C(C)[C@@]6([C@H]7OC(=O)[C@@H](C)[C@@H]7CC[C@](C)(O)[C@H]56)[C@H]4C(=C3[C@H]2OC1=O)C,bitter,496.64400000000035,3.802400000000003,2.0,6.0,93.06
Ethylbenzhydramine Hydrochloride,[Cl-].CCN(CC)CCOC(c1ccccc1)c2ccccc2,bitter,318.86800000000005,1.1384000000000007,0.0,2.0,12.47
Dexamethasone,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,bitter,392.4670000000002,1.8957000000000002,3.0,5.0,94.83
Aminophylline,CN1C(=O)N(C)c2nc[nH]c2C1=O.CN3C(=O)N(C)c4nc[nH]c4C3=O.NCCN,bitter,420.4340000000002,-3.1755999999999984,4.0,12.0,197.40000000000003
Tangeretin,COc1ccc(cc1)C2=CC(=O)c3c(OC)c(OC)c(OC)c(OC)c3O2,bitter,372.3730000000001,3.503000000000003,0.0,7.0,76.36000000000001
Cyclopentamine Hydrochloride,Cl.CNC(C)CC1CCCC1,bitter,177.71899999999994,2.596400000000001,1.0,1.0,12.03
Nealbarbital,CCC(C)(C)C1(CC=C)C(=O)NC(=O)NC1=O,bitter,238.28699999999998,1.3510999999999997,2.0,3.0,75.27000000000001
Emetine,CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC4NCCc5cc(OC)c(OC)cc45,bitter,480.64900000000034,4.943400000000005,1.0,6.0,52.19000000000001
Cyclopentobarbital,C=CCC1(C2CCC=C2)C(=O)NC(=O)NC1=O,bitter,234.25499999999997,0.8810999999999998,2.0,3.0,75.27000000000001
