name,smiles,taste
Asp 98,O(C(=O)C1CCCC1)CC(NC(=O)C(N)CC(O)=O)CO,sweet
Asp 99,O(C(=O)C)CC(NC(=O)C(N)CC(O)=O)CC,sweet
Asp 100,O(C(=O)CC)CC(NC(=O)C(N)CC(O)=O)CC,sweet
Asp 101,O(C(=O)C(C)C)CC(NC(=O)C(N)CC(O)=O)CC,sweet
Asp 102,O(C(=O)C1CC1)CC(NC(=O)C(N)CC(O)=O)CC,sweet
Asp 103,O(C(=O)C1CCC1)CC(NC(=O)C(N)CC(O)=O)CC,sweet
Asp 104,O(C(=O)C)CC(NC(=O)C(N)CC(O)=O)C(O)C,sweet
Asp 105,O(C(=O)CC)CC(NC(=O)C(N)CC(O)=O)C(O)C,sweet
Asp 106,O(C(=O)C)CC(NC(=O)C(N)CC(O)=O)C(C)C,sweet
Asp 107,O(C(=O)CC)CC(NC(=O)C(N)CC(O)=O)C(C)C,sweet
Asp 108,O(C(=O)C(C)C)CC(NC(=O)C(N)CC(O)=O)C(C)C,sweet
Asp 109,O(C(=O)C1CC1)CC(NC(=O)C(N)CC(O)=O)C(C)C,sweet
Asp 110,O(C(=O)C1CCC1)CC(NC(=O)C(N)CC(O)=O)C(C)C,sweet
Asp 112,O(C(=O)C)CC(NC(=O)C(N)CC(O)=O)CCC,sweet
Asp 122,O(C(=O)C)CC(NC(=O)C(N)CC(O)=O)C(OC)=O,sweet
Asp 123,O(C(=O)CC)CC(NC(=O)C(N)CC(O)=O)C(OC)=O,sweet
Asp 124,O(C(=O)CCC)CC(NC(=O)C(N)CC(O)=O)C(OC)=O,sweet
Asp 125,O(C(=O)C(C)C)CC(NC(=O)C(N)CC(O)=O)C(OC)=O,sweet
Asp 126,O(C(=O)C(C)(C)C)CC(NC(=O)C(N)CC(O)=O)C(OC)=O,sweet
Asp 128,O(C(=O)CC(NC(=O)C(N)CC(O)=O)C)CC,sweet
Asp 129,O(C(C)C)C(=O)CC(NC(=O)C(N)CC(O)=O)C,sweet
Asp 130,O(C(CC)C)C(=O)CC(NC(=O)C(N)CC(O)=O)C,sweet
Asp 131,O(C(C)(C)C)C(=O)CC(NC(=O)C(N)CC(O)=O)C,sweet
Asp 132,O(C(=O)CC(NC(=O)C(N)CC(O)=O)C)C1CCCCC1,sweet
Asp 134,O(C(CC)C)C(=O)CCNC(=O)C(N)CC(O)=O,sweet
Asp 135,O(C(C)(C)C)C(=O)CCNC(=O)C(N)CC(O)=O,sweet
Asp 136,O(C(CC)CC)C(=O)CCNC(=O)C(N)CC(O)=O,sweet
Asp 137,O(C(CCC)C)C(=O)CCNC(=O)C(N)CC(O)=O,sweet
Asp 138,O(C(=O)CCNC(=O)C(N)CC(O)=O)C1CCCC1,sweet
Asp 139,O(C(=O)CCNC(=O)C(N)CC(O)=O)C1CCCCC1,sweet
Asp 140,O(C(C)C)C(=O)C(CNC(=O)C(N)CC(O)=O)C,sweet
Asp 141,O(C(C)(C)C)C(=O)C(CNC(=O)C(N)CC(O)=O)C,sweet
Asp 142,O(C(=O)C(CNC(=O)C(N)CC(O)=O)C)C1CCCC1,sweet
Asp 143,O(C(=O)C(CNC(=O)C(N)CC(O)=O)C)C1CCCCC1,sweet
Asp 153,O(C(=O)CC(NC(=O)C(N)CC(O)=O)C)C,sweet
Asp 154,O(C(=O)CCNC(=O)C(N)CC(O)=O)C,sweet
Asp 155,O(C(C)C)C(=O)CCNC(=O)C(N)CC(O)=O,sweet
Asp 156,O(C(=O)CC(NC(=O)C(N)CC(O)=O)C(OC)=O)CC,sweet
Asp 157,O(C(C)(C)C)C(=O)CC(NC(=O)C(N)CC(O)=O)C(OC)=O,sweet
Asp 159,O(C(=O)C(NC(=O)C(N)CC(O)=O)CC)C,sweet
Asp 160,O(C(=O)C(NC(=O)C(N)CC(O)=O)CO)C,sweet
Asp 161,O(C(=O)C(NC(=O)C(N)CC(O)=O)CO)CC,sweet
Asp 163,O(C(C)C)C(=O)C(NC(=O)C(N)CC(O)=O)CO,sweet
Asp 164,O(C(=O)C(NC(=O)C(N)CC(O)=O)CO)CCCC,sweet
Asp 165,O(C(=O)C(NC(=O)C(N)CC(O)=O)CO)CC(C)C,sweet
Asp 166,O(C(=O)C(NC(=O)C(N)CC(O)=O)CO)C1CCCCC1,sweet
Asp 167,O(C(=O)C(NC(=O)C(N)CC(O)=O)C(O)C)C,sweet
Asp 168,O(C(=O)C(NC(=O)C(N)CC(O)=O)C(O)C)CC,sweet
Asp 169,O(C(=O)C(NC(=O)C(N)CC(O)=O)C(O)C)CCC,sweet
Asp 170,O(C(C)C)C(=O)C(NC(=O)C(N)CC(O)=O)C(O)C,sweet
Asp 171,O(C(=O)C(NC(=O)C(N)CC(O)=O)C(O)C)CCCC,sweet
Asp 172,O(C(=O)C(NC(=O)C(N)CC(O)=O)C(O)C)CC(C)C,sweet
Asp 173,O(C(=O)C(NC(=O)C(N)CC(O)=O)C(O)C)C1CCCCC1,sweet
Asp 181,O(C(=O)C(NC(=O)C(N)CC(O)=O)CC)CCC,sweet
Asp 182,O(C(=O)CNC(=O)C(N)CC(O)=O)C,sweet
Asp 183,O(C(=O)CNC(=O)C(N)CC(O)=O)CCC,sweet
Asp 184,O(C(=O)CNC(=O)C(N)CC(O)=O)C1CCCCC1,sweet
Asp 185,O(C(=O)C(NC(=O)C(N)CC(O)=O)CCC)CCC,sweet
Asp 186,O(C(=O)C(NC(=O)C(N)CC(O)=O)C)C,sweet
Asp 187,O(C(=O)C(NC(=O)C(N)CC(O)=O)C)CC,sweet
Asp 188,O(C(=O)C(NC(=O)C(N)CC(O)=O)C)CCC,sweet
Asp 189,O(C(C)C)C(=O)C(NC(=O)C(N)CC(O)=O)C,sweet
Asp 190,O(C(=O)C(NC(=O)C(N)CC(O)=O)C)CCCC,sweet
Asp 191,O(C(=O)C(NC(=O)C(N)CC(O)=O)C)CCCCC,sweet
Asp 192,O(C(C)C)C(=O)C(NC(=O)C(N)CC(O)=O)CC,sweet
Asp 193,O(C(C)C)C(=O)C(NC(=O)C(N)CC(O)=O)C(C)C,sweet
Asp 194,O(C(C)C)C(=O)C(NC(=O)C(N)CC(O)=O)CCC,sweet
Asp 197,O(C(C)(C)C)C(=O)C(NC(=O)C(N)CC(O)=O)C(OC)=O,sweet
Asp 198,O(C(CC)CC)C(=O)C(NC(=O)C(N)CC(O)=O)C(OC)=O,sweet
Asp 204,O(C(=O)C(NC(=O)C(N)CC(O)=O)C(OC)=O)C1CC(CCC1)C,sweet
Asp 207,O(C(=O)C(NC(=O)C(N)CC(O)=O)C(OC)=O)C1CC(CC(C1)C)(C)C,sweet
Asp 208,O(C(OC(=O)C(NC(=O)C(N)CC(O)=O)C(OC)=O)=O)C1CC2CC[C@]1(C)C2(C)C,sweet
Asp 211,O(C(C)(C)C)C(=O)C(NC(=O)C(N)CC(O)=O)C(OCC)=O,sweet
Asp 212,O(C(=O)C(NC(=O)C(N)CC(O)=O)C(OCC)=O)C1CCCC1,sweet
Asp 213,O(C(=O)C(NC(=O)C(N)CC(O)=O)C(OCC)=O)C1CCCCC1,sweet
Asp 214,O(C(=O)C(NC(=O)C(N)CC(O)=O)C(OCC)=O)C1CCCCC1C,sweet
Asp 215,O(C(OC(=O)C(NC(=O)C(N)CC(O)=O)C(OCC)=O)=O)C1CC2CC[C@]1(C)C2(C)C,sweet
Aspartame-acesulfame salt,S1(OC(=CC(=O)N1)C)(=O)=O.O(C(=O)C(NC(=O)C(N)CC(O)=O)Cc1ccccc1)C,sweet
Baiyunoside,O1[C@@H](OC2CC[C@@]3([C@H](CCC(C)=C3CCc3ccoc3)C2(C)C)C)C(O[C@@H]2OCC(O)C(O)C2O)C(O)C(O)C1CO,sweet
"3-(3-carbamoyl-2,4,6-tribromophehyl)-propionic acid",OC(=O)CCc1c(Br)cc(c(c1Br)C(=O)N)Br,sweet
Bernardame,OC(=O)CN/C(=N/c1ccc(cc1)C#N)/NCc1cc(ccc1)C,sweet
Calcium cyclamate,[CaH2].S(O)(=O)(=O)NC1CCCCC1.S(O)(=O)(=O)NC1CCCCC1,sweet
Calcium saccharin,[CaH2].S1(=O)(=O)NC(=O)c2c1cccc2.S1(=O)(=O)NC(=O)c2c1cccc2,sweet
cyclamate,S(O)(=O)(=O)NC1CCCCC1,sweet
Cyclocarioside A,O1C(COC(=O)C)C(O)C(O)C1OC1CC[C@]2(C(CC[C@@]3(C2CC(OC2OC(C)C(O)C(O)C2O)C2[C@@]3(CCC2[C@@]2(OC(CC2)C(O)(C)C)C)C)C)C1(C)C)C,sweet
Disodium glycyrrhizinate,[NaH].[NaH].O1[C@@H](OC2CC[C@]3([C@H]4[C@@](CC[C@H]3C2(C)C)(C)[C@@]2(CC[C@@]3([C@@H](C2=CC4=O)C[C@@](CC3)(C(O)=O)C)C)C)C)C(O[C@@H]2OC(C(O)=O)C(O)C(O)C2O)C(O),sweet
Gaudichaudioside A,O1CC(O)C(O)C(O)C1OC1CC(C=O)=C(CC\C(=C\CO)\C)[C@]2(C1[C@](CCC2)(CO)C)C,sweet
Hesperinin glucoside DHC,O1C(CO)C(O)C(O)C(O)C1Oc1cc(O)c(C(=O)CCc2cc(O)c(OC)cc2)c(O)c1,sweet
Homoeohesperidin DHC,O1C(CO)C(O)C(O)C(O[C@H]2OC(C)C(O)C(O)C2O)C1Oc1cc(O)c(C(=O)CCc2cc(O)c(OCC)cc2)c(O)c1,sweet
Isovanillic 18,O(C)c1ccc(cc1O)C(Oc1ccccc1)O,sweet
Isovanillic 24,O1c2cc(O)c(O)cc2C2c3c(OC[C@@]12O)c(O)c(O)cc3,sweet
isovanillic 25,O1c2cc(OC)ccc2C2c3c(OC[C@@]12O)cccc3,sweet
Leucrose,O1C(CO)C(O)C(O)C(O)C1OC(C(O)C(O)C(=O)CO)CO,sweet
Lugduname,O1c2c(OC1)cccc2C\N=C(\Nc1ccc(cc1)C#N)/NCC(O)=O,sweet
Mogroside II,O1C(CO)C(O)C(O)C(O)C1OC(C(O)(C)C)CCC(C)[C@H]1CC[C@]2([C@@H]3CC=C4[C@H](CCC(O[C@H]5OC(CO)C(O)C(O)C5O)C4(C)C)[C@]3(C)C(O)C[C@@]12C)C,sweet
Mogroside IV,O1C(CO)C(O)C(O)C(O[C@H]2OC(CO)C(O)C(O)C2O)C1OC(C(O)(C)C)CCC(C)[C@@H]1CC[C@@]2([C@@H]3CC=C4[C@@H](CCC(O[C@@H]5OC(COC6OC(CO)C(O)C(O)C6O)C(O)C(O)C5O)C4(C)C)[C@],sweet
Mogroside V,O1C(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C(O[C@@H]2OC(CO)C(O)C(O)C2O)C1OC(C(O)(C)C)CCC(C)[C@@H]1CC[C@]2([C@@H]3CC=C4[C@H](CCC(O[C@H]5OC(COC6OC(CO)C(O)C(O)C6O)C(O)C(,sweet
Naringin DHC,O1C(CO)C(O)C(O)C(OC2OC(C)C(O)C(O)C2O)C1Oc1cc(O)c(C(=O)CCc2ccc(O)cc2)c(O)c1,sweet
Neoeriocitrin DHC,O1C(CO)C(O)C(O)C(O[C@H]2OC(C)C(O)C(O)C2O)C1Oc1cc(O)c(C(=O)CCc2cc(O)c(O)cc2)c(O)c1,sweet
Osladin,O1C(CO)C(O)C(O)C(OC2OC(C)C(O)C(O)C2O)C1OC1CC2[C@@](C3C(CC2=O)C2CCC(C(C)C4OC(OC5OC(C)C(O)C(O)C5O)C(CC4)C)[C@@]2(CC3)C)(CC1)C,sweet
Polypodoside A,O1[C@H](OC2CC[C@]3([C@H](C2)C(=O)C=C2[C@H]4CC[C@H](C(C)[C@@H]5OC(O[C@H]6OC(C)C(O)C(O)C6O)C(CC5)C)[C@@]4(CC[C@H]23)C)C)C(O[C@H]2OC(C)C(O)C(O)C2O)C(O)C(O)C1CO,sweet
Potassium glycyrrhizinate,[KH].O1[C@H](OC2CC[C@@]3([C@H]4[C@@](CC[C@H]3C2(C)C)(C)[C@@]2(CC[C@@]3([C@H](C2=CC4=O)C[C@@](CC3)(C(O)=O)C)C)C)C)C(O[C@H]2OC(C(O)=O)C(O)C(O)C2O)C(O)C(O)C1C(O,sweet
Potassium saccharin,[KH].S1(=O)(=O)NC(=O)c2c1cccc2,sweet
Prunin DHC,O1C(CO)C(O)C(O)C(O)C1Oc1cc(O)c(C(=O)CCc2ccc(O)cc2)c(O)c1,sweet
Pterocaryoside A,O1[C@@H](OC2[C@@H]3[C@](CC[C@H]3[C@](O)(C\C=C\C(O)(C)C)C)(C)[C@]3([C@H](C2)[C@@](CCC(O)=O)(C)C(CC3)C(C)=C)C)C(O)C(O)C(O)C1C,sweet
Pterocaryoside B,O1CC(O)C(O)C(O)[C@@H]1OC1[C@@H]2[C@@](CC[C@@H]2[C@@](O)(C\C=C\C(O)(C)C)C)(C)[C@]2([C@@H](C1)[C@@](CCC(O)=O)(C)C(CC2)C(C)=C)C,sweet
Rebaudioside F,O1C(CO)C(O)C(O)C(O)C1OC(=O)[C@]1([C@@H]2CC[C@@]34[C@@H](CC[C@@](O[C@H]5OC(CO)C(O)C(O[C@H]6OC(CO)C(O)C(O)C6O)C5O[C@H]5OCC(O)C(O)C5O)(C3)C(C4)=C)[C@@]2(CCC1)C),sweet
Ribose,OC(C(O)CO)C(O)C=O,sweet
Rubusoside,O1C(CO)C(O)C(O)C(O)C1OC(=O)[C@@]1([C@@H]2CC[C@]34[C@@H](CC[C@@](O[C@@H]5OC(CO)C(O)C(O)C5O)(C3)C(C4)=C)[C@@]2(CCC1)C)C,sweet
Selligueain A,O1c2c(CC(O)C1c1ccc(O)cc1)c(O)cc(O)c2C1c2c(OC(C1O)c1ccc(O)cc1)c1[C@@H]3c4c(O[C@@](Oc1cc2O)([C@H]3O)c1ccc(O)cc1)cc(O)cc4O,sweet
Siamenoside I,O1C(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C(O[C@H]2OC(CO)C(O)C(O)C2O)C1OC(C(O)(C)C)CCC(C)[C@@H]1CC[C@@]2([C@@H]3CC=C4[C@@H](CCC(O[C@H]5OC(CO)C(O)C(O)C5O)C4(C)C)[C@]3,sweet
Sorbose,OC(C(O)C(=O)CO)C(O)CO,sweet
Telosmoside A,O1[C@@H](OC2C(O[C@H](OC3C(O[C@@H](OC4CC[C@@]5([C@H](C4)CC[C@H]4[C@@H]5CC(OC(=O)C)[C@@]5(C)[C@@](O)(CC[C@]45O)C(OC(=O)C(CC)C)C)C)CC3OC)C)CC2OC)C)C(O)C(OC)C(O),sweet
trans-cinnamaldehyde,O=C\C=C\c1ccccc1,sweet
Tripotassium glycyrrhizinate,[KH].[KH].[KH].O1[C@@H](OC2CC[C@@]3([C@H]4[C@@](CC[C@@H]3C2(C)C)(C)[C@@]2(CC[C@@]3([C@@H](C2=CC4=O)C[C@@](CC3)(C(O)=O)C)C)C)C)C(O[C@@H]2OC(C(O)=O)C(O)C(O)C2O,sweet
Xylobiose,O1CC(O)C(O)C(O)C1OC1COC(O)C(O)C1O,sweet
3-Benzyl-4-heptanone,CCCC(=O)C(CC)CC1=CC=CC=C1,sweet
2-METHYL-2-PENTENAL,CC/C=C(\C)/C=O,sweet
Rhodinyl butyrate,CCCC(=O)OCCC(C)CCCC(=C)C,sweet
BENZYL HEXANOATE,CCCCCC(=O)OCC1=CC=CC=C1,sweet
Methyl 3-phenylpropionate,COC(=O)CCC1=CC=CC=C1,sweet
GERANIOL,CC(=CCC/C(=C/CO)/C)C,sweet
Allyl octanoate,CCCCCCCC(=O)OCC=C,sweet
pentofuranose,C(C1C(C(C(O1)O)O)O)O,sweet
Hexyl cinnamic aldehyde,CCCCCC/C(=C\C1=CC=CC=C1)/C=O,sweet
alpha-Methyl cinnamaldehyde,C/C(=C/C1=CC=CC=C1)/C=O,sweet
2-ETHOXYNAPHTHALENE,CCOC1=CC2=CC=CC=C2C=C1,sweet
nonan-3-yl acetate,CCCCCCC(CC)OC(=O)C,sweet
2-(5-methylfuran-2-yl)butanal,CCC(C=O)C1=CC=C(O1)C,sweet
"4-Methyl-2-phenyl-2-pentenal, (E)+(Z)",CC(C)/C=C(/C=O)\C1=CC=CC=C1,sweet
Octyl 2-methylbutyrate,CCCCCCCCOC(=O)C(C)CC,sweet
ISOAMYL ISOVALERATE,CC(C)CCOC(=O)CC(C)C,sweet
cis-3-Hexenyl acetate,CC/C=C\CCOC(=O)C,sweet
Methyl 2-nonynoate,CCCCCCC#CC(=O)OC,sweet
Methyl butyrate,CCCC(=O)OC,sweet
Neryl butyrate,CCCC(=O)OC/C=C(/C)\CCC=C(C)C,sweet
Octyl isobutyrate,CCCCCCCCOC(=O)C(C)C,sweet
Methyl octanoate,CCCCCCCC(=O)OC,sweet
Tetrahydrofurfuryl butyrate,CCCC(=O)OCC1CCCO1,sweet
4-hydroxybenzaldehyde,C1=CC(=CC=C1C=O)O,sweet
dimethyl sulfide,CSC,sweet
"(2E,4E)-Octa-2,4-dienal",CCC/C=C/C=C/C=O,sweet
Phenethyl butyrate,CCCC(=O)OCCC1=CC=CC=C1,sweet
Furfurylideneacetone,CC(=O)/C=C/C1=CC=CO1,sweet
Butyl ethyl malonate,CCCCOC(=O)CC(=O)OCC,sweet
(Z)-3-hexenyl hexanoate,CCCCCC(=O)OCC/C=C\CC,sweet
METHYL 4-METHOXYBENZOATE,COC1=CC=C(C=C1)C(=O)OC,sweet
HEXYL BUTYRATE,CCCCCCOC(=O)CCC,sweet
2-Methylbutanoic acid,CCC(C)C(=O)O,sweet
"3,4-HEXANEDIONE",CCC(=O)C(=O)CC,sweet
lactic acid,CC(C(=O)O)O,sweet
4-(4-Methoxyphenyl)-2-butanone,CC(=O)CCC1=CC=C(C=C1)OC,sweet
Methyl 2-methylpentanoate,CCCC(C)C(=O)OC,sweet
farnesol,CC(=CCC/C(=C/CC/C(=C/CO)/C)/C)C,sweet
(E)-2-(2-Octenyl)cyclopentanone,CCCCC/C=C/CC1CCCC1=O,sweet
trans-2-Hexen-1-Ol,CCC/C=C/CO,sweet
Decanal,CCCCCCCCCC=O,sweet
DL-Proline,C1CC(NC1)C(=O)O,sweet
Geranylacetone,CC(=CCC/C(=C/CCC(=O)C)/C)C,sweet
"2-Octen-1-ol, acetate",CCCCC/C=C/COC(=O)C,sweet
gamma-Butyrolactone,C1CC(=O)OC1,sweet
Neryl propionate,CCC(=O)OC/C=C(/C)\CCC=C(C)C,sweet
Linalyl butyrate,CCCC(=O)OC(C)(CCC=C(C)C)C=C,sweet
2-Butanone,CCC(=O)C,sweet
AC1MHG9M,CCOC1=C(C=CC(=C1)C=O)O.CC(C)C(=O)[O-],sweet
Guaiol acetate,C[C@H]1CC[C@H](CC2=C1CC[C@@H]2C)C(C)(C)OC(=O)C,sweet
Cinnamyl isovalerate,CC(C)CC(=O)OC/C=C/C1=CC=CC=C1,sweet
6-Deoxyhexose,CC(C(C(C(C=O)O)O)O)O,sweet
Cinnamyl formate,C1=CC=C(C=C1)/C=C/COC=O,sweet
Ethyl undecylenate,CCOC(=O)CCCCCCCCC=C,sweet
Geranyl mercaptan,CC(=CCC/C(=C\CS)/C)C,sweet
benzyl alcohol,C1=CC=C(C=C1)CO,sweet
trans-2-Hexenyl isovalerate,CCC/C=C/COC(=O)CC(C)C,sweet
4-Heptanone,CCCC(=O)CCC,sweet
3-Phenylpropanal,C1=CC=C(C=C1)CCC=O,sweet
ethyl acetoacetate,CCOC(=O)CC(=O)C,sweet
Vanitrope,CCOC1=C(C=C(C=C1)/C=C/C)O,sweet
trans-2-Hexenyl butyrate,CCC/C=C/COC(=O)CCC,sweet
Ethyl trans-2-decenoate,CCCCCCC/C=C/C(=O)OCC,sweet
3-METHYL-2-BUTEN-1-OL,CC(=CCO)C,sweet
"3-Hexenoic acid, methyl ester",CC/C=C/CC(=O)OC,sweet
Terpinen-4-ol,CC1=CCC(CC1)(C(C)C)O,sweet
Phenethyl salicylate,C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2O,sweet
(1E)-1-phenyloct-1-en-3-yl acetate,CCCCCC(/C=C/C1=CC=CC=C1)OC(=O)C,sweet
cis-3-Hexenyl formate,CC/C=C\CCOC=O,sweet
Ethyl 3-(methylthio)propionate,CCOC(=O)CCSC,sweet
delta-Undecalactone,CCCCCCC1CCCC(=O)O1,sweet
HEPTANOIC ACID,CCCCCCC(=O)O,sweet
trans-2-Hexenyl valerate,CCCCC(=O)OC/C=C/CCC,sweet
Methylthiomethyl butyrate,CCCC(=O)OCSC,sweet
Isoeugenyl phenylacetate,C/C=C/C1=CC(=C(C=C1)OC(=O)CC2=CC=CC=C2)OC,sweet
ethyl (E)-2-methylpent-3-enoate,CCOC(=O)C(C)/C=C/C,sweet
cis-3-Hexenyl isovalerate,CC/C=C\CCOC(=O)CC(C)C,sweet
"2,4-HEXADIEN-1-OL",C/C=C/C=C/CO,sweet
Ethyl 2-methyl-4-pentenoate,CCOC(=O)C(C)CC=C,sweet
Methyl 2-(methylamino)benzoate,CNC1=CC=CC=C1C(=O)OC,sweet
Methyl 2-methoxybenzoate,COC1=CC=CC=C1C(=O)OC,sweet
"3,4-Dimethyl-1,2-cyclopentanedione",CC1CC(=O)C(=O)C1C,sweet
2-NONANONE,CCCCCCCC(=O)C,sweet
3-METHYLCYCLOHEXANONE,CC1CCCC(=O)C1,sweet
80417-97-6,CC1CCC2=C(C(=O)OC2=C1)C,sweet
ALPHA-IONONE,CC1=CCCC(C1/C=C/C(=O)C)(C)C,sweet
Trithioacetone,CC1(SC(SC(S1)(C)C)(C)C)C,sweet
ETHYL NONANOATE,CCCCCCCCC(=O)OCC,sweet
Hexyl isovalerate,CCCCCCOC(=O)CC(C)C,sweet
NEROLIDOL,CC(=CCC/C(=C/CCC(C)(C=C)O)/C)C,sweet
(+)-cis-alpha-Irone,C[C@@H]1CC=C([C@@H](C1(C)C)/C=C/C(=O)C)C,sweet
3025-30-7,CCCCC/C=C\C=C\C(=O)OCC,sweet
Isoeugenol,C/C=C/C1=CC(=C(C=C1)O)OC,sweet
"2,3-PENTANEDIONE",CCC(=O)C(=O)C,sweet
Isojasmone,CC/C=C/CC1=C(C(=O)CC1)C,sweet
cis-3-Hexenyl lactate,CC/C=C\CCOC(=O)C(C)O,sweet
MYRCENE,CC(=CCCC(=C)C=C)C,sweet
2-Methyl-4-phenyl-2-butanol,CC(C)(CCC1=CC=CC=C1)O,sweet
Hexyl 2-furoate,CCCCCCOC(=O)C1=CC=CO1,sweet
Massoia lactone,CCCCCC1CC=CC(=O)O1,sweet
trans-2-Hexenyl propionate,CCC/C=C/COC(=O)CC,sweet
2-Undecanone,CCCCCCCCCC(=O)C,sweet
"Ionone, methyl-",CCC(=O)/C=C/C1C(=CCCC1(C)C)C,sweet
trans-2-Pentenal,CC/C=C/C=O,sweet
Citral,CC(=CCC/C(=C/C=O)/C)C,sweet
BETA-IONONE,CC1=C(C(CCC1)(C)C)/C=C/C(=O)C,sweet
Allyl heptanoate,CCCCCCC(=O)OCC=C,sweet
2-Isopropyl-4-methylthiazole,CC1=CSC(=N1)C(C)C,sweet
Isopentyl formate,CC(C)CCOC=O,sweet
"2,8-Epithio-p-menthane",CC1CCC2CC1SC2(C)C,sweet
Benzyl tiglate,C/C=C(\C)/C(=O)OCC1=CC=CC=C1,sweet
"2,4-Dimethyl-2-pentenoic acid",CC(C)/C=C(\C)/C(=O)O,sweet
AC1O5FOL,CC(C)CC(=O)OCC/C(=C/CC=C(C)C)/C,sweet
DELTA-DECALACTONE,CCCCCC1CCCC(=O)O1,sweet
Linalyl propionate,CCC(=O)OC(C)(CCC=C(C)C)C=C,sweet
alpha-Damascone,C/C=C/C(=O)C1C(=CCCC1(C)C)C,sweet
2-Benzylideneheptanal,CCCCC/C(=C/C1=CC=CC=C1)/C=O,sweet
Methoxystyryl isopropyl ketone,CC(C)C(=O)/C=C\C1=CC=C(C=C1)OC,sweet
ETHYL LEVULINATE,CCOC(=O)CCC(=O)C,sweet
2-Methylbutyl isovalerate,CCC(C)COC(=O)CC(C)C,sweet
2-Phenoxyethyl isobutyrate,CC(C)C(=O)OCCOC1=CC=CC=C1,sweet
"6-Methylhepta-3,5-dien-2-one",CC(=C/C=C/C(=O)C)C,sweet
Geranyl isovalerate,CC(C)CC(=O)OC/C=C(\C)/CCC=C(C)C,sweet
Geranyl phenylacetate,CC(=CCC/C(=C/COC(=O)CC1=CC=CC=C1)/C)C,sweet
3-Phenylpropan-1-ol,C1=CC=C(C=C1)CCCO,sweet
ALLYL NONANOATE,CCCCCCCCC(=O)OCC=C,sweet
cis-5-Octen-1-ol,CC/C=C\CCCCO,sweet
Cinnamyl propionate,CCC(=O)OC/C=C/C1=CC=CC=C1,sweet
Citronellyl acetate,CC(CCC=C(C)C)CCOC(=O)C,sweet
Isopentyl cinnamate,CC(C)CCOC(=O)/C=C/C1=CC=CC=C1,sweet
Ethyl (methylthio)acetate,CCOC(=O)CSC,sweet
Citronellic acid,CC(CCC=C(C)C)CC(=O)O,sweet
S-Methyl 2-methylbutanethioate,CCC(C)C(=O)SC,sweet
1-octanol,CCCCCCCCO,sweet
HEPTYL OCTANOATE,CCCCCCCC(=O)OCCCCCCC,sweet
Ethyl 3-hydroxybutyrate,CCOC(=O)CC(C)O,sweet
2-Octen-4-one,CCCCC(=O)/C=C/C,sweet
Ethyl (E)-hept-4-enoate,CC/C=C/CCC(=O)OCC,sweet
acetone,CC(=O)C,sweet
Ethyl 3-phenylglycidate,CCOC(=O)C1C(O1)C2=CC=CC=C2,sweet
4-(4-Hydroxyphenyl)-2-butanone,CC(=O)CCC1=CC=C(C=C1)O,sweet
Ethyl (4-methylphenoxy)acetate,CCOC(=O)COC1=CC=C(C=C1)C,sweet
ETHYL 3-HEXENOATE,CC/C=C/CC(=O)OCC,sweet
ISOPROPYL ACETATE,CC(C)OC(=O)C,sweet
"(3E)-2-hydroxy-4,8-dimethylnona-3,7-dienal",CC(=CCC/C(=C/C(C=O)O)/C)C,sweet
Hexyl octanoate,CCCCCCCC(=O)OCCCCCC,sweet
3-mercapto-1-hexanol,CCCC(CCO)S,sweet
Methyl 2-octynoate,CCCCCC#CC(=O)OC,sweet
S-Allyl thiopropionate,CCC(=O)SCC=C,sweet
Hexyl 2-methylbutanoate,CCCCCCOC(=O)C(C)CC,sweet
Isobutyl benzoate,CC(C)COC(=O)C1=CC=CC=C1,sweet
4-Vinylphenol,C=CC1=CC=C(C=C1)O,sweet
Methyl isovalerate,CC(C)CC(=O)OC,sweet
ETHYL HEPTANOATE,CCCCCCC(=O)OCC,sweet
Tetrahydrofurfuryl propionate,CCC(=O)OCC1CCCO1,sweet
Heptyl formate,CCCCCCCOC=O,sweet
ETHYL UNDECANOATE,CCCCCCCCCCC(=O)OCC,sweet
cis-3-Hexenyl butyrate,CCCC(=O)OCC/C=C\CC,sweet
3-Octanone,CCCCCC(=O)CC,sweet
Vanillylacetone,CC(=O)CCC1=CC(=C(C=C1)O)OC,sweet
Hept-3-enyl isobutyrate,CCC/C=C/CCOC(=O)C(C)C,sweet
gamma-Decalactone,CCCCCCC1CCC(=O)O1,sweet
"Crotonic acid, isobutyl ester",C/C=C\C(=O)OCC(C)C,sweet
6-methyl-2-(oxiran-2-yl)hept-5-en-2-ol,CC(=CCCC(C)(C1CO1)O)C,sweet
Bisabolene,CC1=CC/C(=C(/C)\CCC=C(C)C)/CC1,sweet
Citronellyl formate,CC(CCC=C(C)C)CCOC=O,sweet
DIETHYL SUCCINATE,CCOC(=O)CCC(=O)OCC,sweet
Safranal,CC1=C(C(CC=C1)(C)C)C=O,sweet
Methyl 2-methylbutyrate,CCC(C)C(=O)OC,sweet
13679-70-4,CC1=CC=C(S1)C=O,sweet
